student_id,week,total_logins,total_videos,total_assignments,dropout
MHxPC130315582,42.0,2.0,32.0,0,0
MHxPC130315589,9.0,1.0,0.0,0,1
MHxPC130315594,46.0,0.0,0.0,0,1
MHxPC130315595,14.0,2.0,0.0,0,0
MHxPC130315597,13.0,4.0,0.0,0,0
MHxPC130315599,13.0,3.0,0.0,0,0
MHxPC130315602,10.0,4.0,0.0,0,0
MHxPC130315607,33.0,1.0,0.0,0,1
MHxPC130315608,11.0,1.0,0.0,0,1
MHxPC130315608,13.0,5.0,0.0,0,0
MHxPC130315620,15.0,2.0,0.0,00,0
MHxPC130315621,11.0,1.0,0.0,0,1
MHxPC130315623,31.0,1.0,0.0,0,1
MHxPC130315627,46.0,0.0,0.0,0,1
MHxPC130315628,42.0,2.0,28.0,0,0
MHxPC130315633,32.0,5.0,0.0,0.03,0
MHxPC130315634,16.0,3.0,0.0,0,0
MHxPC130315635,14.0,5.0,0.0,0,0
MHxPC130315639,20.0,1.0,0.0,0,1
MHxPC130315640,12.0,3.0,0.0,0,0
MHxPC130315642,12.0,5.0,0.0,0,0
MHxPC130315646,11.0,1.0,0.0,0,1
MHxPC130315650,3.0,40.0,38.0,0.57,0
MHxPC130315656,26.0,1.0,0.0,0,1
MHxPC130315661,31.0,1.0,0.0,0,1
MHxPC130315662,20.0,1.0,0.0,0,1
MHxPC130315663,15.0,1.0,0.0,0,1
MHxPC130315664,12.0,1.0,0.0,0,1
MHxPC130315666,32.0,4.0,0.0,0,0
MHxPC130315667,28.0,1.0,0.0,0,1
MHxPC130315670,36.0,1.0,0.0,0,1
MHxPC130315676,12.0,1.0,0.0,0,1
MHxPC130315681,11.0,1.0,0.0,0,1
MHxPC130315685,13.0,1.0,0.0,0,1
MHxPC130315687,31.0,1.0,0.0,0,1
MHxPC130315692,26.0,1.0,0.0,0,1
MHxPC130315693,7.0,1.0,0.0,0,1
MHxPC130315695,24.0,1.0,4.0,0,1
MHxPC130315698,44.0,4.0,63.0,0,0
MHxPC130315699,12.0,2.0,0.0,0,0
MHxPC130315699,21.0,3.0,0.0,0,0
MHxPC130315702,11.0,2.0,0.0,0,0
MHxPC130315705,14.0,6.0,0.0,0,0
MHxPC130315705,24.0,20.0,0.0,0,0
MHxPC130315710,44.0,8.0,181.0,0.01,0
MHxPC130315716,31.0,45.0,0.0,0,0
MHxPC130315720,43.0,3.0,73.0,0.04,0
MHxPC130315722,20.0,1.0,0.0,0,1
MHxPC130315725,12.0,1.0,0.0,0,1
MHxPC130315726,11.0,1.0,0.0,0,1
MHxPC130315733,12.0,28.0,1142.0,0.97,0
MHxPC130315735,15.0,3.0,0.0,0,0
MHxPC130315739,11.0,2.0,0.0,0,0
MHxPC130315744,7.0,1.0,0.0,0,1
MHxPC130315746,10.0,4.0,0.0,0,0
MHxPC130315752,12.0,1.0,0.0,0,1
MHxPC130315753,10.0,1.0,0.0,0,1
MHxPC130315757,3.0,14.0,0.0,0.95,0
MHxPC130315758,14.0,1.0,0.0,0,1
MHxPC130315761,32.0,1.0,0.0,0,1
MHxPC130315764,12.0,1.0,0.0,0,1
MHxPC130315768,13.0,2.0,0.0,00,0
MHxPC130315768,22.0,1.0,0.0,0,1
MHxPC130315769,14.0,1.0,0.0,0,1
MHxPC130315769,47.0,12.0,76.0,0.04,0
MHxPC130315770,33.0,1.0,0.0,0,1
MHxPC130315777,18.0,2.0,0.0,0,0
MHxPC130315777,22.0,12.0,0.0,0,0
MHxPC130315777,36.0,3.0,0.0,0,0
MHxPC130315778,12.0,1.0,0.0,0,1
MHxPC130315783,43.0,2.0,0.0,0,0
MHxPC130315784,32.0,1.0,0.0,0,1
MHxPC130315790,18.0,2.0,0.0,0,0
MHxPC130315791,26.0,2.0,0.0,0,0
MHxPC130315791,28.0,22.0,113.0,0.15,0
MHxPC130315792,35.0,2.0,0.0,0,0
MHxPC130315793,12.0,1.0,0.0,0,1
MHxPC130315794,31.0,11.0,39.0,0,0
MHxPC130315796,46.0,0.0,0.0,0,1
MHxPC130315798,36.0,1.0,0.0,0,1
MHxPC130315809,10.0,2.0,0.0,0,0
MHxPC130315811,16.0,2.0,0.0,0,0
MHxPC130315818,11.0,2.0,0.0,0,0
MHxPC130315818,12.0,2.0,0.0,0,0
MHxPC130315820,45.0,3.0,18.0,0,0
MHxPC130315821,39.0,1.0,0.0,0,1
MHxPC130315833,35.0,32.0,211.0,0.73,0
MHxPC130315834,46.0,0.0,0.0,0,1
MHxPC130315836,26.0,1.0,0.0,0,1
MHxPC130315837,25.0,1.0,0.0,0,1
MHxPC130315840,46.0,1.0,7.0,0,1
MHxPC130315844,12.0,15.0,0.0,0,0
MHxPC130315847,11.0,5.0,0.0,0,0
MHxPC130315849,46.0,1.0,0.0,0,1
MHxPC130315850,18.0,1.0,1.0,0,1
MHxPC130315851,30.0,2.0,0.0,0,0
MHxPC130315853,43.0,1.0,23.0,0,1
MHxPC130315854,21.0,2.0,2.0,0,0
MHxPC130315855,46.0,0.0,0.0,0,1
MHxPC130315857,11.0,1.0,0.0,0,1
MHxPC130315861,32.0,5.0,0.0,0,0
MHxPC130315862,42.0,1.0,0.0,0,1
MHxPC130315864,7.0,1.0,0.0,0,1
MHxPC130315864,48.0,5.0,28.0,0,0
MHxPC130315867,46.0,0.0,0.0,0,1
MHxPC130315868,42.0,2.0,0.0,0,0
MHxPC130315871,15.0,1.0,0.0,0,1
MHxPC130315880,21.0,2.0,34.0,0.02,0
MHxPC130315884,35.0,1.0,0.0,0,1
MHxPC130315887,25.0,3.0,0.0,0,0
MHxPC130315888,7.0,1.0,0.0,0,1
MHxPC130315888,11.0,2.0,0.0,0,0
MHxPC130315890,46.0,0.0,0.0,0,1
MHxPC130315895,12.0,4.0,0.0,0.01,0
MHxPC130315897,20.0,2.0,0.0,0,0
MHxPC130315914,20.0,4.0,0.0,0,0
MHxPC130315923,8.0,2.0,0.0,0,0
MHxPC130315928,20.0,3.0,0.0,0,0
MHxPC130315929,52.0,2.0,52.0,0,0
MHxPC130315932,10.0,1.0,0.0,0,1
MHxPC130315933,12.0,2.0,0.0,0,0
MHxPC130315934,20.0,9.0,0.0,0,0
MHxPC130315938,2.0,7.0,29.0,0,0
MHxPC130315945,32.0,1.0,0.0,0,1
MHxPC130315947,36.0,1.0,0.0,0,1
MHxPC130315949,16.0,3.0,0.0, 0,0
MHxPC130315953,20.0,2.0,13.0,0,0
MHxPC130315956,18.0,1.0,0.0,0,1
MHxPC130315957,21.0,1.0,0.0,0,1
MHxPC130315958,11.0,3.0,0.0,0,0
MHxPC130315959,23.0,1.0,1.0,0,1
MHxPC130315967,13.0,3.0,0.0,0,0
MHxPC130315968,20.0,4.0,11.0,0,0
MHxPC130315970,22.0,1.0,0.0,0,1
MHxPC130315974,20.0,3.0,0.0,00,0
MHxPC130315982,46.0,0.0,0.0,0,1
MHxPC130315991,21.0,6.0,0.0,00,0
MHxPC130315994,22.0,5.0,48.0,0.03,0
MHxPC130315998,9.0,2.0,0.0,00,0
MHxPC130315998,46.0,1.0,0.0,0,1
MHxPC130315999,24.0,9.0,0.0,0,0
MHxPC130316000,46.0,0.0,0.0,0,1
MHxPC130316001,10.0,1.0,0.0,0,1
MHxPC130316006,15.0,10.0,0.0,0,0
MHxPC130316010,42.0,1.0,0.0,0,1
MHxPC130316015,12.0,7.0,0.0,0,0
MHxPC130316017,15.0,8.0,0.0,0.04,0
MHxPC130316019,11.0,1.0,0.0,0,1
MHxPC130316020,30.0,36.0,0.0,0,0
MHxPC130316028,13.0,4.0,0.0,0,0
MHxPC130316030,2.0,5.0,1.0,0,0
MHxPC130316030,20.0,2.0,0.0,0,0
MHxPC130316034,15.0,1.0,0.0,0,1
MHxPC130316037,9.0,1.0,0.0,0,1
MHxPC130316039,26.0,5.0,0.0,0.02,0
MHxPC130316042,9.0,2.0,0.0,0,0
MHxPC130316046,12.0,1.0,0.0,0,1
MHxPC130316049,28.0,8.0,1.0,0,0
MHxPC130316049,31.0,16.0,0.0,0,0
MHxPC130316054,25.0,4.0,0.0,0,0
MHxPC130316057,32.0,2.0,7.0,0,0
MHxPC130316058,31.0,1.0,0.0,0,1
MHxPC130316060,12.0,2.0,0.0,0,0
MHxPC130316063,11.0,1.0,0.0,0,1
MHxPC130316068,10.0,1.0,0.0,0,1
MHxPC130316069,18.0,7.0,409.0,0,0
MHxPC130316070,20.0,2.0,11.0,0,0
MHxPC130316078,32.0,3.0,0.0,0,0
MHxPC130316078,33.0,18.0,4.0,0.530,0
MHxPC130316083,12.0,2.0,0.0,0,0
MHxPC130316085,13.0,2.0,0.0,0,0
MHxPC130316087,33.0,11.0,0.0,0.63,0
MHxPC130316091,48.0,16.0,162.0,0.09,0
MHxPC130316095,23.0,5.0,0.0,0,0
MHxPC130316095,30.0,10.0,0.0,0,0
MHxPC130316102,28.0,4.0,20.0,0,0
MHxPC130316108,2.0,7.0,0.0,0,0
MHxPC130316112,9.0,8.0,55.0,0.04,0
MHxPC130316133,46.0,2.0,0.0,0,0
MHxPC130316138,32.0,3.0,0.0,0,0
MHxPC130316142,10.0,2.0,0.0,0,0
MHxPC130316143,27.0,7.0,0.0,0,0
MHxPC130316158,22.0,10.0,0.0,0,0
MHxPC130316158,30.0,21.0,0.0,0,0
MHxPC130316165,30.0,7.0,0.0,0,0
MHxPC130316168,11.0,1.0,0.0,0,1
MHxPC130316171,12.0,3.0,0.0,0,0
MHxPC130316174,30.0,3.0,0.0,0.99,0
MHxPC130316177,18.0,5.0,0.0,0,0
MHxPC130316178,12.0,1.0,0.0,0,1
MHxPC130316183,34.0,1.0,0.0,0,1
MHxPC130316191,46.0,8.0,81.0,0.09,0
MHxPC130316193,14.0,5.0,0.0,0,0
MHxPC130316193,16.0,13.0,0.0,0,0
MHxPC130316196,9.0,1.0,0.0,0,1
MHxPC130316196,46.0,1.0,0.0,0,1
MHxPC130316197,34.0,1.0,0.0,0,1
MHxPC130316202,41.0,1.0,0.0,0,1
MHxPC130316209,16.0,10.0,0.0,0,0
MHxPC130316214,14.0,8.0,0.0,0,0
MHxPC130316215,44.0,1.0,0.0,0,1
MHxPC130316218,29.0,1.0,0.0,0,1
MHxPC130316219,11.0,2.0,0.0,0,0
MHxPC130316220,12.0,2.0,0.0,0,0
MHxPC130316232,9.0,1.0,0.0,0,1
MHxPC130316233,31.0,1.0,15.0,0,1
MHxPC130316236,27.0,5.0,3.0,0,0
MHxPC130316236,44.0,6.0,31.0,0.01,0
MHxPC130316241,21.0,7.0,0.0,0,0
MHxPC130316242,16.0,2.0,0.0,0,0
MHxPC130316245,11.0,2.0,0.0,0,0
MHxPC130316250,43.0,3.0,60.0,0.01,0
MHxPC130316251,14.0,1.0,0.0,0,1
MHxPC130316252,18.0,1.0,0.0,0,1
MHxPC130316252,19.0,2.0,0.0,0,0
MHxPC130316255,11.0,1.0,0.0,0,1
MHxPC130316256,11.0,1.0,0.0,0,1
MHxPC130316257,18.0,1.0,0.0,0,1
MHxPC130316260,14.0,3.0,0.0,0,0
MHxPC130316261,33.0,1.0,0.0,0,1
MHxPC130316264,33.0,1.0,0.0,0,1
MHxPC130316268,48.0,1.0,9.0,0.01,1
MHxPC130316269,8.0,1.0,0.0,0,1
MHxPC130316273,7.0,6.0,22.0,0.08,0
MHxPC130316280,44.0,2.0,9.0,0,0
MHxPC130316281,11.0,2.0,0.0,0,0
MHxPC130316291,21.0,2.0,4.0,0,0
MHxPC130316296,40.0,1.0,0.0,0,1
MHxPC130316298,19.0,1.0,0.0,0,1
MHxPC130316301,32.0,8.0,0.0,0,0
MHxPC130316304,22.0,1.0,8.0,0,1
MHxPC130316305,43.0,1.0,0.0,0,1
MHxPC130316308,32.0,59.0,0.0,0.83,0
MHxPC130316315,20.0,3.0,0.0,0,0
MHxPC130316322,14.0,1.0,0.0,0,1
MHxPC130316322,26.0,2.0,0.0,0,0
MHxPC130316322,45.0,9.0,163.0,0,0
MHxPC130316323,8.0,1.0,0.0,0,1
MHxPC130316323,21.0,7.0,8.0,0,0
MHxPC130316329,18.0,37.0,0.0,0,0
MHxPC130316335,46.0,0.0,0.0,0,1
MHxPC130316336,30.0,1.0,28.0,0,1
MHxPC130316337,14.0,1.0,0.0,0,1
MHxPC130316346,11.0,1.0,0.0,0,1
MHxPC130316350,24.0,1.0,0.0,0,1
MHxPC130316352,31.0,2.0,43.0,0,0
MHxPC130316355,9.0,6.0,42.0,00,0
MHxPC130316356,14.0,8.0,0.0,0,0
MHxPC130316357,30.0,1.0,0.0,0,1
MHxPC130316361,43.0,5.0,71.0,0,0
MHxPC130316364,15.0,1.0,0.0,0,1
MHxPC130316368,14.0,1.0,0.0,0,1
MHxPC130316369,17.0,3.0,0.0,0,0
MHxPC130316376,31.0,2.0,0.0,0,0
MHxPC130316377,33.0,7.0,0.0,1,0
MHxPC130316382,13.0,1.0,0.0,0,1
MHxPC130316382,33.0,8.0,72.0,00.78,0
MHxPC130316387,16.0,3.0,0.0,0,0
MHxPC130316388,42.0,2.0,0.0,0,0
MHxPC130316394,31.0,8.0,0.0,0,0
MHxPC130316396,31.0,6.0,0.0,0,0
MHxPC130316410,33.0,1.0,0.0,0,1
MHxPC130316416,22.0,2.0,0.0,0,0
MHxPC130316418,13.0,1.0,0.0,0,1
MHxPC130316420,11.0,4.0,0.0,0,0
MHxPC130316421,8.0,1.0,0.0,0,1
MHxPC130316422,23.0,1.0,1.0,0,1
MHxPC130316425,24.0,19.0,0.0,0.89,0
MHxPC130316429,37.0,1.0,0.0,0,1
MHxPC130316431,24.0,3.0,0.0,0,0
MHxPC130316432,33.0,11.0,0.0,0.72,0
MHxPC130316434,13.0,1.0,0.0,0,1
MHxPC130316446,15.0,1.0,0.0,0,1
MHxPC130316452,32.0,4.0,0.0,0,0
MHxPC130316453,20.0,1.0,0.0,0,1
MHxPC130316454,30.0,1.0,0.0,0,1
MHxPC130316458,11.0,1.0,0.0,0,1
MHxPC130316462,31.0,1.0,0.0,0,1
MHxPC130316471,16.0,1.0,0.0,0,1
MHxPC130316474,21.0,26.0,0.0,0,0
MHxPC130316474,46.0,26.0,0.0,0,0
MHxPC130316475,9.0,1.0,0.0,0,1
MHxPC130316477,34.0,1.0,0.0,0,1
MHxPC130316478,44.0,1.0,0.0,0,1
MHxPC130316479,23.0,1.0,0.0,0,1
MHxPC130316481,19.0,2.0,0.0,0,0
MHxPC130316484,46.0,0.0,0.0,0,1
MHxPC130316485,9.0,2.0,0.0,0,0
MHxPC130316485,17.0,2.0,0.0,0,0
MHxPC130316487,36.0,1.0,0.0,0,1
MHxPC130316488,11.0,2.0,0.0,0,0
MHxPC130316494,30.0,1.0,0.0,0,1
MHxPC130316495,16.0,2.0,0.0,0,0
MHxPC130316497,46.0,0.0,0.0,0,1
MHxPC130316498,20.0,1.0,0.0,0,1
MHxPC130316499,16.0,1.0,0.0,0,1
MHxPC130316506,17.0,1.0,0.0,0,1
MHxPC130316507,10.0,1.0,0.0,0,1
MHxPC130316507,29.0,9.0,0.0,00,0
MHxPC130316508,12.0,4.0,0.0,0,0
MHxPC130316508,34.0,2.0,0.0,0,0
MHxPC130316510,29.0,17.0,0.0,0,0
MHxPC130316520,28.0,1.0,0.0,0,1
MHxPC130316523,14.0,3.0,0.0,0,0
MHxPC130316528,34.0,1.0,0.0,0,1
MHxPC130316529,11.0,1.0,0.0,0,1
MHxPC130316535,31.0,1.0,0.0,0,1
MHxPC130316536,1.0,26.0,267.0,0.01,0
MHxPC130316542,7.0,1.0,0.0,0,1
MHxPC130316544,31.0,1.0,0.0,0,1
MHxPC130316546,21.0,8.0,0.0,0,0
MHxPC130316554,11.0,1.0,0.0,0,1
MHxPC130316561,20.0,2.0,0.0,0,0
MHxPC130316562,45.0,1.0,3.0,0,1
MHxPC130316565,35.0,1.0,0.0,0,1
MHxPC130316566,46.0,5.0,241.0,0,0
MHxPC130316578,34.0,1.0,0.0,0,1
MHxPC130316579,42.0,1.0,0.0,0,1
MHxPC130316589,11.0,1.0,0.0,0,1
MHxPC130316591,18.0,1.0,0.0,0,1
MHxPC130316596,44.0,7.0,81.0,0.04,0
MHxPC130316600,26.0,5.0,0.0,0,0
MHxPC130316601,34.0,1.0,0.0,0,1
MHxPC130316604,9.0,1.0,0.0,0,1
MHxPC130316610,24.0,25.0,0.0,1,0
MHxPC130316616,15.0,2.0,0.0,0,0
MHxPC130316617,30.0,1.0,0.0,0,1
MHxPC130316618,14.0,2.0,0.0,0,0
MHxPC130316620,14.0,1.0,0.0,0,1
MHxPC130316625,12.0,3.0,0.0,0,0
MHxPC130316628,35.0,1.0,0.0,0,1
MHxPC130316629,8.0,1.0,0.0,0,1
MHxPC130316630,32.0,13.0,0.0,0,0
MHxPC130316632,36.0,1.0,0.0,0,1
MHxPC130316635,13.0,1.0,0.0,0,1
MHxPC130316642,9.0,1.0,0.0,0,1
MHxPC130316644,30.0,3.0,15.0,00.06,0
MHxPC130316652,11.0,1.0,0.0,0,1
MHxPC130316653,30.0,1.0,0.0,0,1
MHxPC130316655,30.0,4.0,0.0,0,0
MHxPC130316656,10.0,6.0,0.0,0,0
MHxPC130316657,27.0,5.0,0.0,0.01,0
MHxPC130316659,44.0,13.0,157.0,0,0
MHxPC130316660,13.0,2.0,0.0,0,0
MHxPC130316671,10.0,1.0,0.0,0,1
MHxPC130316676,9.0,1.0,0.0,0,1
MHxPC130316677,10.0,2.0,0.0,0,0
MHxPC130316680,11.0,2.0,0.0,0,0
MHxPC130316684,32.0,1.0,0.0,0,1
MHxPC130316687,33.0,2.0,0.0,0,0
MHxPC130316693,40.0,1.0,0.0,0,1
MHxPC130316697,46.0,0.0,0.0,0,1
MHxPC130316702,23.0,11.0,0.0,0,0
MHxPC130316704,11.0,2.0,0.0,0,0
MHxPC130316706,41.0,2.0,0.0,0,0
MHxPC130316710,14.0,2.0,0.0,0,0
MHxPC130316719,13.0,2.0,0.0,0,0
MHxPC130316720,30.0,5.0,0.0,0,0
MHxPC130316722,36.0,1.0,26.0,0,1
MHxPC130316727,7.0,1.0,0.0,0,1
MHxPC130316730,16.0,1.0,0.0,0,1
MHxPC130316731,27.0,2.0,0.0,0,0
MHxPC130316738,7.0,1.0,0.0,0,1
MHxPC130316739,15.0,1.0,0.0,0,1
MHxPC130316742,23.0,1.0,0.0,0,1
MHxPC130316744,21.0,1.0,0.0,0,1
MHxPC130316745,16.0,2.0,0.0,0,0
MHxPC130316746,13.0,1.0,0.0,0,1
MHxPC130316746,16.0,2.0,0.0,0,0
MHxPC130316749,14.0,1.0,0.0,0,1
MHxPC130316753,21.0,1.0,11.0,0,1
MHxPC130316756,19.0,2.0,0.0,0,0
MHxPC130316767,44.0,1.0,0.0,0,1
MHxPC130316778,51.0,8.0,35.0,0,0
MHxPC130316781,27.0,15.0,198.0,0.25,0
MHxPC130316782,27.0,6.0,0.0,00,0
MHxPC130316785,12.0,3.0,0.0,0,0
MHxPC130316788,11.0,1.0,0.0,0,1
MHxPC130316792,8.0,2.0,0.0,00,0
MHxPC130316794,21.0,2.0,0.0,0,0
MHxPC130316797,7.0,30.0,134.0,0.82,0
MHxPC130316797,30.0,11.0,43.0,0,0
MHxPC130316801,11.0,1.0,0.0,0,1
MHxPC130316810,16.0,1.0,0.0,0,1
MHxPC130316811,7.0,1.0,0.0,0,1
MHxPC130316815,15.0,2.0,0.0,0,0
MHxPC130316816,11.0,2.0,0.0,0,0
MHxPC130316817,20.0,2.0,0.0,0,0
MHxPC130316818,21.0,1.0,0.0,0,1
MHxPC130316820,10.0,3.0,0.0,0,0
MHxPC130316822,30.0,1.0,0.0,0,1
MHxPC130316825,26.0,1.0,0.0,0,1
MHxPC130316827,21.0,1.0,0.0,0,1
MHxPC130316827,44.0,2.0,1.0,0,0
MHxPC130316828,35.0,1.0,0.0,0,1
MHxPC130316840,29.0,3.0,0.0,0.02,0
MHxPC130316841,46.0,0.0,0.0,0,1
MHxPC130316843,11.0,2.0,0.0,0,0
MHxPC130316847,29.0,8.0,0.0,0.02,0
MHxPC130316849,18.0,5.0,0.0,00,0
MHxPC130316849,36.0,5.0,5.0,00,0
MHxPC130316850,23.0,2.0,0.0,0,0
MHxPC130316851,16.0,1.0,0.0,0,1
MHxPC130316852,8.0,54.0,1000.0,0.88,0
MHxPC130316855,17.0,4.0,0.0,0,0
MHxPC130316855,33.0,2.0,0.0,0,0
MHxPC130316856,24.0,1.0,0.0,0.09,1
MHxPC130316857,13.0,1.0,0.0,0,1
MHxPC130316859,11.0,1.0,0.0,0,1
MHxPC130316860,8.0,2.0,0.0,0,0
MHxPC130316861,26.0,3.0,0.0,0,0
MHxPC130316867,14.0,2.0,0.0,0,0
MHxPC130316873,18.0,3.0,0.0,0,0
MHxPC130316874,34.0,4.0,1.0,0,0
MHxPC130316877,10.0,2.0,0.0,00,0
MHxPC130316885,34.0,4.0,0.0,0,0
MHxPC130316889,19.0,1.0,0.0,0,1
MHxPC130316891,43.0,3.0,0.0,0,0
MHxPC130316897,29.0,1.0,0.0,0,1
MHxPC130316898,23.0,1.0,0.0,0,1
MHxPC130316900,8.0,1.0,0.0,0,1
MHxPC130316901,48.0,2.0,5.0,0,0
MHxPC130316902,7.0,1.0,0.0,0,1
MHxPC130316902,11.0,6.0,0.0,0,0
MHxPC130316903,34.0,55.0,0.0,0.71,0
MHxPC130316906,32.0,2.0,0.0,0,0
MHxPC130316911,33.0,1.0,0.0,0,1
MHxPC130316912,43.0,1.0,2.0,0,1
MHxPC130316919,12.0,7.0,0.0,0,0
MHxPC130316921,46.0,0.0,0.0,0,1
MHxPC130316922,3.0,36.0,448.0,0.88,0
MHxPC130316925,27.0,1.0,0.0,0,1
MHxPC130316934,16.0,1.0,0.0,0,1
MHxPC130316942,8.0,1.0,0.0,0,1
MHxPC130316951,25.0,1.0,0.0,0,1
MHxPC130316960,17.0,13.0,0.0,0,0
MHxPC130316967,28.0,13.0,0.0,0,0
MHxPC130316975,13.0,1.0,0.0,0,1
MHxPC130316976,1.0,1.0,34.0,0,1
MHxPC130316976,20.0,2.0,0.0,0,0
MHxPC130316976,46.0,2.0,0.0,0,0
MHxPC130316978,10.0,3.0,0.0,0,0
MHxPC130316980,21.0,1.0,0.0,0,1
MHxPC130316982,20.0,4.0,0.0,00,0
MHxPC130316982,48.0,1.0,0.0,0,1
MHxPC130316987,51.0,2.0,0.0,0,0
MHxPC130316988,24.0,5.0,50.0,0,0
MHxPC130317005,8.0,21.0,184.0,1,0
MHxPC130317008,30.0,1.0,0.0,0,1
MHxPC130317013,44.0,11.0,232.0,0.04,0
MHxPC130317014,8.0,1.0,0.0,0,1
MHxPC130317015,8.0,1.0,0.0,0,1
MHxPC130317017,20.0,7.0,0.0,0,0
MHxPC130317017,28.0,2.0,0.0,0,0
MHxPC130317017,46.0,7.0,0.0,0,0
MHxPC130317025,29.0,2.0,0.0,0,0
MHxPC130317031,10.0,2.0,0.0,0,0
MHxPC130317035,29.0,4.0,0.0,0,0
MHxPC130317039,46.0,0.0,0.0,0,1
MHxPC130317042,46.0,0.0,0.0,0,1
MHxPC130317044,12.0,3.0,0.0,0,0
MHxPC130317048,23.0,4.0,6.0,0,0
MHxPC130317052,46.0,0.0,0.0,0,1
MHxPC130317054,35.0,2.0,0.0,0,0
MHxPC130317057,20.0,1.0,0.0,0,1
MHxPC130317058,14.0,1.0,0.0,0,1
MHxPC130317061,30.0,1.0,0.0,0,1
MHxPC130317064,8.0,1.0,0.0,0,1
MHxPC130317075,1.0,1.0,0.0,0,1
MHxPC130317076,36.0,1.0,2.0,0,1
MHxPC130317078,14.0,1.0,0.0,0,1
MHxPC130317079,43.0,2.0,10.0,0,0
MHxPC130317080,46.0,1.0,95.0,0,1
MHxPC130317081,24.0,1.0,0.0,0,1
MHxPC130317089,7.0,1.0,0.0,0,1
MHxPC130317092,45.0,2.0,0.0,0,0
MHxPC130317093,18.0,1.0,0.0,0,1
MHxPC130317095,46.0,7.0,75.0,0.01,0
MHxPC130317098,44.0,1.0,10.0,0,1
MHxPC130317100,25.0,15.0,65.0,0,0
MHxPC130317102,11.0,1.0,0.0,0,1
MHxPC130317105,7.0,1.0,0.0,0,1
MHxPC130317117,16.0,10.0,0.0,0,0
MHxPC130317118,22.0,5.0,0.0,0,0
MHxPC130317119,21.0,6.0,8.0,0,0
MHxPC130317119,32.0,27.0,0.0,0.22,0
MHxPC130317120,24.0,3.0,0.0,0,0
MHxPC130317122,10.0,1.0,0.0,0,1
MHxPC130317123,12.0,2.0,0.0,0,0
MHxPC130317125,16.0,1.0,0.0,0,1
MHxPC130317128,23.0,6.0,3.0,0,0
MHxPC130317132,11.0,1.0,0.0,0,1
MHxPC130317136,50.0,4.0,139.0,0,0
MHxPC130317137,43.0,1.0,0.0,0,1
MHxPC130317140,20.0,16.0,0.0,0,0
MHxPC130317141,36.0,6.0,0.0,0,0
MHxPC130317149,24.0,4.0,8.0,0.02,0
MHxPC130317150,25.0,2.0,0.0,0,0
MHxPC130317158,36.0,1.0,0.0,0,1
MHxPC130317159,12.0,15.0,0.0,0,0
MHxPC130317163,19.0,1.0,0.0,0,1
MHxPC130317168,24.0,4.0,0.0,0,0
MHxPC130317169,9.0,1.0,0.0,0,1
MHxPC130317170,20.0,1.0,0.0,0,1
MHxPC130317174,26.0,3.0,0.0,0,0
MHxPC130317178,8.0,1.0,0.0,0,1
MHxPC130317182,51.0,2.0,35.0,0,0
MHxPC130317184,36.0,2.0,0.0,0,0
MHxPC130317186,42.0,1.0,0.0,0,1
MHxPC130317189,17.0,7.0,0.0,0,0
MHxPC130317190,12.0,2.0,0.0,0,0
MHxPC130317191,26.0,1.0,0.0,0,1
MHxPC130317193,8.0,1.0,0.0,0,1
MHxPC130317199,11.0,1.0,0.0,0,1
MHxPC130317200,43.0,1.0,2.0,0,1
MHxPC130317201,20.0,1.0,0.0,0,1
MHxPC130317202,45.0,6.0,0.0,0,0
MHxPC130317205,43.0,1.0,0.0,0,1
MHxPC130317212,44.0,1.0,9.0,0,1
MHxPC130317214,18.0,1.0,0.0,0,1
MHxPC130317216,23.0,2.0,0.0,0,0
MHxPC130317216,43.0,8.0,48.0,0,0
MHxPC130317218,30.0,17.0,0.0,0.07,0
MHxPC130317219,30.0,14.0,0.0,0.03,0
MHxPC130317222,18.0,1.0,0.0,0,1
MHxPC130317228,16.0,2.0,0.0,0,0
MHxPC130317230,28.0,1.0,0.0,0,1
MHxPC130317231,26.0,3.0,0.0,0,0
MHxPC130317236,31.0,14.0,0.0,0,0
MHxPC130317237,11.0,2.0,0.0,0,0
MHxPC130317239,9.0,1.0,0.0,0,1
MHxPC130317243,32.0,1.0,0.0,0,1
MHxPC130317247,8.0,1.0,0.0,0,1
MHxPC130317248,44.0,2.0,0.0,0,0
MHxPC130317251,3.0,13.0,122.0,0.14,0
MHxPC130317253,48.0,3.0,2.0,0,0
MHxPC130317255,16.0,1.0,0.0,0,1
MHxPC130317256,43.0,2.0,1.0,0,0
MHxPC130317259,30.0,3.0,0.0,0,0
MHxPC130317263,7.0,4.0,0.0,0000,0
MHxPC130317266,12.0,1.0,0.0,0,1
MHxPC130317268,20.0,4.0,0.0,0.03,0
MHxPC130317270,13.0,1.0,0.0,0.01,1
MHxPC130317271,11.0,2.0,0.0,0,0
MHxPC130317274,31.0,1.0,3.0,0,1
MHxPC130317281,11.0,10.0,0.0,0,0
MHxPC130317283,11.0,1.0,0.0,0,1
MHxPC130317284,46.0,0.0,0.0,0,1
MHxPC130317286,13.0,2.0,0.0,0,0
MHxPC130317288,46.0,6.0,1.0,0,0
MHxPC130317301,11.0,2.0,0.0,0,0
MHxPC130317301,25.0,11.0,0.0,0,0
MHxPC130317305,42.0,2.0,0.0,0,0
MHxPC130317307,41.0,1.0,0.0,0,1
